Gene,Non-unique Gene name,Annotation,gardnerella_leopoldii_UGent06.41,gardnerella_leopoldii_UMB6774,gardnerella_piotii_JNFY15,gardnerella_piotii_UGhent18.01,gardnerella_swidsinskii_GS9838-1,gardnerella_swidsinskii_JNFY3,gardnerella_vaginalis_ATCC14018,gardnerella_vaginalis_NR001
group_71,,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase;bifunctional 510-methylene-tetrahydrofolate dehydrogenase/510-methylene-tetrahydrofolate cyclohydrolase,GPLCAFGD_00394,IJGDKHFC_00602,NCOBLFIM_00219,CHHPJEJH_00884,MEHEBMPK_00945,JPHLBIEJ_01233,HBKJMDBP_00562,LDEEJEMD_00778
trmD,trmD;,tRNA (guanosine(37)-N1)-methyltransferase TrmD,GPLCAFGD_00093,IJGDKHFC_00755,NCOBLFIM_00965,CHHPJEJH_00390,MEHEBMPK_00354,JPHLBIEJ_00952,HBKJMDBP_00425,LDEEJEMD_00716
rsmD,rsmD,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD,GPLCAFGD_00092,IJGDKHFC_00756,NCOBLFIM_00964,CHHPJEJH_00389,MEHEBMPK_00353,JPHLBIEJ_00951,HBKJMDBP_00424,LDEEJEMD_00717
group_68,,ABC transporter permease,GPLCAFGD_00758,IJGDKHFC_00957,NCOBLFIM_00155,CHHPJEJH_00815,MEHEBMPK_00694,JPHLBIEJ_00329,HBKJMDBP_00628,LDEEJEMD_00860
group_67,,L-lactate dehydrogenase,GPLCAFGD_00378,IJGDKHFC_00618,NCOBLFIM_00328,CHHPJEJH_00965,MEHEBMPK_00929,JPHLBIEJ_01217,HBKJMDBP_01012,LDEEJEMD_01121
group_66,,D-alanine--D-alanine ligase family protein;D-alanine--D-alanine ligase;D-alanine--D-alanine ligase A,GPLCAFGD_00918,IJGDKHFC_00054,NCOBLFIM_00493,CHHPJEJH_01128,MEHEBMPK_01098,JPHLBIEJ_00525,HBKJMDBP_01220,LDEEJEMD_01558
maf,;maf,Maf family nucleotide pyrophosphatase;septum formation protein Maf,GPLCAFGD_00914,IJGDKHFC_00050,NCOBLFIM_00487,CHHPJEJH_01124,MEHEBMPK_01102,JPHLBIEJ_00521,HBKJMDBP_01216,LDEEJEMD_01562
group_63,,alpha/beta hydrolase;proline iminopeptidase;alpha/beta fold hydrolase,GPLCAFGD_00437,IJGDKHFC_00560,NCOBLFIM_01151,CHHPJEJH_00595,MEHEBMPK_00993,JPHLBIEJ_01281,HBKJMDBP_00839,LDEEJEMD_01333
proC,proC,pyrroline-5-carboxylate reductase,GPLCAFGD_00438,IJGDKHFC_00559,NCOBLFIM_01152,CHHPJEJH_00596,MEHEBMPK_00994,JPHLBIEJ_01282,HBKJMDBP_00838,LDEEJEMD_01334
group_62,,S-ribosylhomocysteine lyase,GPLCAFGD_00755,IJGDKHFC_00954,NCOBLFIM_00152,CHHPJEJH_00812,MEHEBMPK_00691,JPHLBIEJ_00326,HBKJMDBP_00631,LDEEJEMD_00863
pyrF_2~~~pyrF_1,pyrF_2;pyrF_1,orotidine-5'-phosphate decarboxylase,GPLCAFGD_00681,IJGDKHFC_00879,NCOBLFIM_01197,CHHPJEJH_00642,MEHEBMPK_00622,JPHLBIEJ_00247,HBKJMDBP_00792,LDEEJEMD_01390
alaS,alaS;,alanine--tRNA ligase,GPLCAFGD_00140,IJGDKHFC_00708,NCOBLFIM_01015,CHHPJEJH_00441,MEHEBMPK_00400,JPHLBIEJ_00998,HBKJMDBP_00470,LDEEJEMD_00657
group_55,,response regulator transcription factor;DNA-binding response regulator,GPLCAFGD_01183,IJGDKHFC_00320,NCOBLFIM_00762,CHHPJEJH_00190,MEHEBMPK_00868,JPHLBIEJ_01133,HBKJMDBP_00227,LDEEJEMD_00267
group_51,,TM2 domain-containing protein,GPLCAFGD_00396,IJGDKHFC_00600,NCOBLFIM_00217,CHHPJEJH_00882,MEHEBMPK_00947,JPHLBIEJ_01235,HBKJMDBP_00564,LDEEJEMD_00780
rpsA,rpsA,30S ribosomal protein S1,GPLCAFGD_00395,IJGDKHFC_00601,NCOBLFIM_00218,CHHPJEJH_00883,MEHEBMPK_00946,JPHLBIEJ_01234,HBKJMDBP_00563,LDEEJEMD_00779
rplT,rplT,50S ribosomal protein L20,GPLCAFGD_00230,IJGDKHFC_01138,NCOBLFIM_00421,CHHPJEJH_01062,MEHEBMPK_00841,JPHLBIEJ_01104,HBKJMDBP_00406,LDEEJEMD_00018
rpmI,rpmI,50S ribosomal protein L35,GPLCAFGD_00229,IJGDKHFC_01139,NCOBLFIM_00422,CHHPJEJH_01063,MEHEBMPK_00840,JPHLBIEJ_01103,HBKJMDBP_00405,LDEEJEMD_00019
group_47,,inositol monophosphatase family protein;inositol monophosphatase,GPLCAFGD_00650,IJGDKHFC_01223,NCOBLFIM_00024,CHHPJEJH_00682,MEHEBMPK_00594,JPHLBIEJ_00219,HBKJMDBP_00747,LDEEJEMD_00998
group_46,,exodeoxyribonuclease V,GPLCAFGD_01182,IJGDKHFC_00319,NCOBLFIM_00763,CHHPJEJH_00189,MEHEBMPK_00869,JPHLBIEJ_01134,HBKJMDBP_00228,LDEEJEMD_00268
group_44,,hypothetical protein,GPLCAFGD_01184,IJGDKHFC_00321,NCOBLFIM_00761,CHHPJEJH_00191,MEHEBMPK_00866,JPHLBIEJ_01131,HBKJMDBP_00226,LDEEJEMD_00263
group_42,,hypothetical protein,GPLCAFGD_00138,IJGDKHFC_00710,NCOBLFIM_01013,CHHPJEJH_00439,MEHEBMPK_00398,JPHLBIEJ_00996,HBKJMDBP_00468,LDEEJEMD_00659
group_40,,MFS transporter,GPLCAFGD_00091,IJGDKHFC_00757,NCOBLFIM_00962,CHHPJEJH_00387,MEHEBMPK_00352,JPHLBIEJ_00950,HBKJMDBP_00422,LDEEJEMD_00719
rihB,;rihB,nucleoside hydrolase,GPLCAFGD_00090,IJGDKHFC_00758,NCOBLFIM_00963,CHHPJEJH_00388,MEHEBMPK_00351,JPHLBIEJ_00949,HBKJMDBP_00423,LDEEJEMD_00718
group_39,,histidine kinase;histidine kinase dimerization/phosphoacceptor domain-containing protein,GPLCAFGD_01179,IJGDKHFC_00316,NCOBLFIM_00760,CHHPJEJH_00186,MEHEBMPK_00203,JPHLBIEJ_00804,HBKJMDBP_00225,LDEEJEMD_00269
group_33,,endonuclease/exonuclease/phosphatase family protein;exodeoxyribonuclease III,GPLCAFGD_00243,IJGDKHFC_01125,NCOBLFIM_01047,CHHPJEJH_00473,MEHEBMPK_00854,JPHLBIEJ_01117,HBKJMDBP_00482,LDEEJEMD_00645
hflX,hflX,GTPase HflX,GPLCAFGD_00377,IJGDKHFC_00619,NCOBLFIM_00329,CHHPJEJH_00966,MEHEBMPK_00928,JPHLBIEJ_01216,HBKJMDBP_01013,LDEEJEMD_01120
group_30,,signal peptidase II;lipoprotein signal peptidase,GPLCAFGD_00815,IJGDKHFC_01019,NCOBLFIM_00338,CHHPJEJH_00975,MEHEBMPK_00754,JPHLBIEJ_00407,HBKJMDBP_01022,LDEEJEMD_01110
group_29,,RluA family pseudouridine synthase;RNA pseudouridine synthase,GPLCAFGD_00814,IJGDKHFC_01018,NCOBLFIM_00337,CHHPJEJH_00974,MEHEBMPK_00753,JPHLBIEJ_00406,HBKJMDBP_01021,LDEEJEMD_01111
group_28,,ABC transporter substrate-binding protein,GPLCAFGD_00759,IJGDKHFC_00958,NCOBLFIM_00156,CHHPJEJH_00816,MEHEBMPK_00695,JPHLBIEJ_00330,HBKJMDBP_00627,LDEEJEMD_00859
pdxS,;pdxS,pyridoxal 5'-phosphate synthase lyase subunit PdxS,GPLCAFGD_00760,IJGDKHFC_00959,NCOBLFIM_00157,CHHPJEJH_00817,MEHEBMPK_00696,JPHLBIEJ_00331,HBKJMDBP_00626,LDEEJEMD_00857
pdxT,;pdxT,pyridoxal 5'-phosphate synthase glutaminase subunit PdxT,GPLCAFGD_00761,IJGDKHFC_00960,NCOBLFIM_00158,CHHPJEJH_00818,MEHEBMPK_00697,JPHLBIEJ_00332,HBKJMDBP_00625,LDEEJEMD_00856
group_27,,homoserine dehydrogenase,GPLCAFGD_00916,IJGDKHFC_00052,NCOBLFIM_00491,CHHPJEJH_01126,MEHEBMPK_01100,JPHLBIEJ_00523,HBKJMDBP_01218,LDEEJEMD_01560
ychF,ychF,redox-regulated ATPase YchF,GPLCAFGD_00439,IJGDKHFC_00558,NCOBLFIM_01153,CHHPJEJH_00597,MEHEBMPK_00995,JPHLBIEJ_01283,HBKJMDBP_00837,LDEEJEMD_01335
group_22,,N-acetyltransferase,GPLCAFGD_00754,IJGDKHFC_00953,NCOBLFIM_00151,CHHPJEJH_00811,MEHEBMPK_00690,JPHLBIEJ_00325,HBKJMDBP_00632,LDEEJEMD_00864
alr,alr,alanine racemase,GPLCAFGD_00753,IJGDKHFC_00952,NCOBLFIM_00150,CHHPJEJH_00810,MEHEBMPK_00689,JPHLBIEJ_00324,HBKJMDBP_00633,LDEEJEMD_00865
group_19,,metal-sulfur cluster biosynthetic enzyme;metal-sulfur cluster assembly factor,GPLCAFGD_00153,IJGDKHFC_00695,NCOBLFIM_00325,CHHPJEJH_00962,MEHEBMPK_00414,JPHLBIEJ_01011,HBKJMDBP_01009,LDEEJEMD_01124
group_17,,response regulator transcription factor;DNA-binding response regulator,GPLCAFGD_01178,IJGDKHFC_00315,NCOBLFIM_00759,CHHPJEJH_00185,MEHEBMPK_00202,JPHLBIEJ_00803,HBKJMDBP_00224,LDEEJEMD_00270
group_12,,putative sulfate exporter family transporter;hypothetical protein,GPLCAFGD_00441,IJGDKHFC_00556,NCOBLFIM_01155,CHHPJEJH_00599,MEHEBMPK_00997,JPHLBIEJ_01285,HBKJMDBP_00835,LDEEJEMD_01336
brnQ,brnQ,branched-chain amino acid transport system II carrier protein,GPLCAFGD_01204,IJGDKHFC_00341,NCOBLFIM_00785,CHHPJEJH_00209,MEHEBMPK_00227,JPHLBIEJ_00827,HBKJMDBP_00250,LDEEJEMD_00243
group_7,,3-deoxy-7-phosphoheptulonate synthase,GPLCAFGD_01230,IJGDKHFC_00861,NCOBLFIM_00806,CHHPJEJH_00230,MEHEBMPK_00248,JPHLBIEJ_00848,HBKJMDBP_01185,LDEEJEMD_01606
argS,;argS,arginine--tRNA ligase,GPLCAFGD_01203,IJGDKHFC_00340,NCOBLFIM_00784,CHHPJEJH_00208,MEHEBMPK_00226,JPHLBIEJ_00826,HBKJMDBP_00249,LDEEJEMD_00244
pflB,pflB;,Formate acetyltransferase;formate acetyltransferase;formate C-acetyltransferase,GPLCAFGD_00642,IJGDKHFC_01193,NCOBLFIM_01115,CHHPJEJH_00559,MEHEBMPK_00586,JPHLBIEJ_00211,HBKJMDBP_00908;HBKJMDBP_00909,LDEEJEMD_01257
group_3,,hypothetical protein,GPLCAFGD_00155,IJGDKHFC_00693,NCOBLFIM_00323,CHHPJEJH_00960,MEHEBMPK_00416,JPHLBIEJ_01013,HBKJMDBP_01007,LDEEJEMD_01127
group_0,,hypothetical protein,GPLCAFGD_01049,IJGDKHFC_00185,NCOBLFIM_00625,CHHPJEJH_00051,MEHEBMPK_00045,JPHLBIEJ_00659,HBKJMDBP_00058,LDEEJEMD_00456
group_2346,,hypothetical protein;XRE family transcriptional regulator;transcriptional regulator,GPLCAFGD_01001,IJGDKHFC_00138,NCOBLFIM_00568,CHHPJEJH_01141,MEHEBMPK_01180,,HBKJMDBP_01311,LDEEJEMD_01537
group_2342,,hypothetical protein,GPLCAFGD_01000,IJGDKHFC_00137,NCOBLFIM_00567,CHHPJEJH_01142,MEHEBMPK_01181,,HBKJMDBP_01310,LDEEJEMD_01536
mfd,mfd,transcription-repair coupling factor,GPLCAFGD_00448,IJGDKHFC_00549,NCOBLFIM_01162,CHHPJEJH_00606,MEHEBMPK_01005,JPHLBIEJ_00002,HBKJMDBP_00828,
group_2226,,zinc ABC transporter substrate-binding protein;metal ABC transporter substrate-binding protein,GPLCAFGD_00610,IJGDKHFC_00384,NCOBLFIM_01135,CHHPJEJH_00579,MEHEBMPK_00545,JPHLBIEJ_00177,HBKJMDBP_00856,
group_2147,,hypothetical protein,GPLCAFGD_00994,IJGDKHFC_00131,NCOBLFIM_00561,CHHPJEJH_01148,MEHEBMPK_01188,JPHLBIEJ_00602,HBKJMDBP_01304,
rplF,rplF,50S ribosomal protein L6,GPLCAFGD_00044,IJGDKHFC_00808,NCOBLFIM_00863,CHHPJEJH_00287,MEHEBMPK_00301,JPHLBIEJ_00900,HBKJMDBP_00303,
group_2091,,type II toxin-antitoxin system HicB family antitoxin;toxin-antitoxin system HicB family antitoxin,GPLCAFGD_00362,IJGDKHFC_00634,NCOBLFIM_00228,,MEHEBMPK_00910,JPHLBIEJ_01198,HBKJMDBP_00545,LDEEJEMD_00755
group_2026,,ABC transporter permease,GPLCAFGD_00995,IJGDKHFC_00132,NCOBLFIM_00562,CHHPJEJH_01147,MEHEBMPK_01187,JPHLBIEJ_00603,HBKJMDBP_01305,
group_2025,,efflux RND transporter periplasmic adaptor subunit;hypothetical protein,GPLCAFGD_00997,IJGDKHFC_00134,NCOBLFIM_00564,CHHPJEJH_01145,MEHEBMPK_01185,JPHLBIEJ_00605,HBKJMDBP_01307,
group_1851,,histidine kinase,GPLCAFGD_00999,IJGDKHFC_00136,NCOBLFIM_00566,CHHPJEJH_01143,MEHEBMPK_01183,,HBKJMDBP_01309,LDEEJEMD_01535
group_1730,,macrolide ABC transporter ATP-binding protein;ABC transporter ATP-binding protein,GPLCAFGD_00996,IJGDKHFC_00133,NCOBLFIM_00563,CHHPJEJH_01146,MEHEBMPK_01186,JPHLBIEJ_00604,HBKJMDBP_01306,
rpsQ,rpsQ,30S ribosomal protein S17,GPLCAFGD_00038,IJGDKHFC_00814,NCOBLFIM_00857,CHHPJEJH_00281,MEHEBMPK_00295,JPHLBIEJ_00894,HBKJMDBP_00297,
group_1135,,HU family DNA-binding protein,GPLCAFGD_00497,IJGDKHFC_00506,NCOBLFIM_00130,CHHPJEJH_00788,MEHEBMPK_01051,JPHLBIEJ_00047,HBKJMDBP_00899,
rpsJ,rpsJ,30S ribosomal protein S10,GPLCAFGD_00028,IJGDKHFC_00824,NCOBLFIM_00847,CHHPJEJH_00271,MEHEBMPK_00285,JPHLBIEJ_00884,HBKJMDBP_00287,
group_514,,response regulator transcription factor,GPLCAFGD_00998,IJGDKHFC_00135,NCOBLFIM_00565,CHHPJEJH_01144,MEHEBMPK_01184,JPHLBIEJ_00609,HBKJMDBP_01308,
lexA,;lexA,repressor LexA;transcriptional repressor LexA,GPLCAFGD_00368,IJGDKHFC_00628,NCOBLFIM_00389,CHHPJEJH_01028,MEHEBMPK_00917,JPHLBIEJ_01205,HBKJMDBP_01081,
group_284,,MFS transporter;hypothetical protein,GPLCAFGD_00344,IJGDKHFC_00653,NCOBLFIM_00254,CHHPJEJH_00909,MEHEBMPK_00893,JPHLBIEJ_01177,HBKJMDBP_00522,
sstT,sstT,serine/threonine transporter SstT;Serine/threonine transporter SstT,GPLCAFGD_00346,IJGDKHFC_00651,NCOBLFIM_00252,CHHPJEJH_00907,MEHEBMPK_00895,JPHLBIEJ_01179,HBKJMDBP_00523,
cysE,;cysE,serine acetyltransferase;Serine acetyltransferase,GPLCAFGD_00347,IJGDKHFC_00650,NCOBLFIM_00250,CHHPJEJH_00905,MEHEBMPK_00896,JPHLBIEJ_01180,HBKJMDBP_00525,
panM,;panM,GNAT family N-acetyltransferase;PanD maturation factor,GPLCAFGD_00350,IJGDKHFC_00647,NCOBLFIM_00251,CHHPJEJH_00906,MEHEBMPK_00898,JPHLBIEJ_01184,HBKJMDBP_00524,
cysK,cysK,cysteine synthase A;Cysteine synthase,GPLCAFGD_00348,IJGDKHFC_00649,NCOBLFIM_00249,CHHPJEJH_00904,MEHEBMPK_00897,JPHLBIEJ_01181,HBKJMDBP_00526,
group_272,,FHA domain-containing protein;hypothetical protein,GPLCAFGD_01061,IJGDKHFC_00197,NCOBLFIM_00637,CHHPJEJH_00063,MEHEBMPK_00057,JPHLBIEJ_00671,HBKJMDBP_00070,
glnA_2,glnA_2,type I glutamate--ammonia ligase,GPLCAFGD_00839,IJGDKHFC_01043,NCOBLFIM_00418,CHHPJEJH_01059,MEHEBMPK_00778,JPHLBIEJ_00432,HBKJMDBP_01106,
group_258,,ABC transporter ATP-binding protein;ABC transporter ATP-binding protein/permease,GPLCAFGD_00352,IJGDKHFC_00645,NCOBLFIM_00235,CHHPJEJH_00893,MEHEBMPK_00900,JPHLBIEJ_01186,HBKJMDBP_00528,
deoD,deoD;,Purine nucleoside phosphorylase DeoD-type;nucleoside phosphorylase,GPLCAFGD_00351,IJGDKHFC_00646,NCOBLFIM_00236,CHHPJEJH_00894,MEHEBMPK_00899,JPHLBIEJ_01185,HBKJMDBP_00527,
group_234,,ABC transporter ATP-binding protein,GPLCAFGD_00338,IJGDKHFC_01091,NCOBLFIM_01064,CHHPJEJH_00508,,JPHLBIEJ_01149,HBKJMDBP_00519,7_refound_118_stop
group_227,,hypothetical protein,GPLCAFGD_00316,IJGDKHFC_01099,NCOBLFIM_01063,CHHPJEJH_00507,,JPHLBIEJ_01148,HBKJMDBP_00512,LDEEJEMD_00741
group_189,,DNA topoisomerase IV;DNA topoisomerase IV subunit A,GPLCAFGD_00491,IJGDKHFC_00512,NCOBLFIM_01104,CHHPJEJH_00548,MEHEBMPK_01045,JPHLBIEJ_00041,HBKJMDBP_00921,
group_169,,NUDIX domain-containing protein,GPLCAFGD_00312,IJGDKHFC_01102,NCOBLFIM_01060,,MEHEBMPK_00874,JPHLBIEJ_01139,HBKJMDBP_00498,LDEEJEMD_00729
group_161,,hypothetical protein,GPLCAFGD_00133,IJGDKHFC_00715,NCOBLFIM_01007,CHHPJEJH_00433,MEHEBMPK_00393,JPHLBIEJ_00991,HBKJMDBP_00462,
group_113,,ABC transporter permease;FtsX-like permease family protein,GPLCAFGD_01174,IJGDKHFC_00311,NCOBLFIM_00752,CHHPJEJH_00179,MEHEBMPK_00197,JPHLBIEJ_00798,HBKJMDBP_00216,
group_95,,ABC transporter substrate-binding protein,GPLCAFGD_00239,IJGDKHFC_01129,NCOBLFIM_01023,CHHPJEJH_00449,MEHEBMPK_00850,JPHLBIEJ_01113,HBKJMDBP_00478,
group_2281,,LacI family transcriptional regulator;LacI family DNA-binding transcriptional regulator,GPLCAFGD_01014,IJGDKHFC_00151,,,MEHEBMPK_00011,JPHLBIEJ_00625,HBKJMDBP_00009,LDEEJEMD_00511
group_2264,,sugar ABC transporter ATP-binding protein,GPLCAFGD_01013,IJGDKHFC_00150,,,MEHEBMPK_00010,JPHLBIEJ_00624,HBKJMDBP_00008,LDEEJEMD_00512
thiC,;thiC,thiamine-phosphate phosphorylase;phosphomethylpyrimidine synthase ThiC,GPLCAFGD_00647,IJGDKHFC_01188,,,MEHEBMPK_00591,JPHLBIEJ_00216,HBKJMDBP_00914,LDEEJEMD_01248
group_2249,,ABC transporter permease,GPLCAFGD_01012,IJGDKHFC_00149,,,MEHEBMPK_00009,JPHLBIEJ_00623,HBKJMDBP_00007,LDEEJEMD_00513
nnr,nnr;,Bifunctional NAD(P)H-hydrate repair enzyme Nnr;NAD(P)H-hydrate dehydratase,GPLCAFGD_00611,IJGDKHFC_00383,,,MEHEBMPK_00546,JPHLBIEJ_00178,HBKJMDBP_00857,LDEEJEMD_01312
group_2230,,D-ribose ABC transporter substrate-binding protein,GPLCAFGD_01011,IJGDKHFC_00148,,,MEHEBMPK_00008,JPHLBIEJ_00622,HBKJMDBP_00006,LDEEJEMD_00514
rbsD,;rbsD,D-ribose pyranase,GPLCAFGD_01010,IJGDKHFC_00147,,,MEHEBMPK_00006,JPHLBIEJ_00620,HBKJMDBP_00005,LDEEJEMD_00515
group_2151,,thiamine biosynthesis protein ThiF;HesA/MoeB/ThiF family protein,GPLCAFGD_00968,IJGDKHFC_00104,,,MEHEBMPK_01219,JPHLBIEJ_00573,HBKJMDBP_01268,LDEEJEMD_01477
group_2146,,ABC transporter ATP-binding protein,GPLCAFGD_00449,IJGDKHFC_00548,,,MEHEBMPK_01006,JPHLBIEJ_00003,HBKJMDBP_00827,LDEEJEMD_01346
group_2125,,hypothetical protein,GPLCAFGD_01181,IJGDKHFC_00318,NCOBLFIM_00765,,MEHEBMPK_00864,JPHLBIEJ_01129,HBKJMDBP_00230,
group_2119,,ribokinase,GPLCAFGD_01009,IJGDKHFC_00146,,,MEHEBMPK_00005,JPHLBIEJ_00619,HBKJMDBP_00004,LDEEJEMD_00516
group_2033,,thiazole synthase,GPLCAFGD_00969,IJGDKHFC_00105,,,MEHEBMPK_01218,JPHLBIEJ_00574,HBKJMDBP_01269,LDEEJEMD_01478
group_2017,,ABC transporter substrate-binding protein;NrtA/SsuA/CpmA family ABC transporter substrate-binding protein,GPLCAFGD_00450,IJGDKHFC_00547,,,MEHEBMPK_01007,JPHLBIEJ_00004,HBKJMDBP_00826,7_refound_106
group_2008,,MFS transporter,,,NCOBLFIM_00332,CHHPJEJH_00969,MEHEBMPK_00923,JPHLBIEJ_01211,HBKJMDBP_01016,LDEEJEMD_01117
group_1959,,hypothetical protein,GPLCAFGD_01180,IJGDKHFC_00317,NCOBLFIM_00764,,MEHEBMPK_00865,JPHLBIEJ_01130,HBKJMDBP_00229,
group_1915,,hypothetical protein,GPLCAFGD_00305,IJGDKHFC_01118,NCOBLFIM_01052,CHHPJEJH_00488,,,HBKJMDBP_00486,LDEEJEMD_00641
vly,;vly,alveolysin;cholesterol-dependent cytolysin vaginolysin,GPLCAFGD_01119,IJGDKHFC_00256,,,MEHEBMPK_00118,JPHLBIEJ_00733,HBKJMDBP_00138,LDEEJEMD_00368
thiS_2~~~thiS,thiS_2;thiS,sulfur carrier protein ThiS;thiamine biosynthesis protein ThiS,GPLCAFGD_00970,IJGDKHFC_00106,,,MEHEBMPK_01217,JPHLBIEJ_00575,HBKJMDBP_01270,LDEEJEMD_01479
group_1709,,ABC transporter permease,GPLCAFGD_00451,IJGDKHFC_00546,,,MEHEBMPK_01008,JPHLBIEJ_00005,HBKJMDBP_00825,LDEEJEMD_01347
group_1680,,nucleoside hydrolase,,,NCOBLFIM_00333,CHHPJEJH_00970,MEHEBMPK_00922,JPHLBIEJ_01210,HBKJMDBP_01017,LDEEJEMD_01116
group_1537,,Lsa family ABC-F type ribosomal protection protein,GPLCAFGD_00307,IJGDKHFC_01116,NCOBLFIM_01054,CHHPJEJH_00490,,,HBKJMDBP_00488,LDEEJEMD_00639
group_1533,,sulfite exporter TauE/SafE family protein,GPLCAFGD_00309,IJGDKHFC_01105,NCOBLFIM_00011,CHHPJEJH_00667,,,HBKJMDBP_00761,LDEEJEMD_01018
group_1128,,hypothetical protein,GPLCAFGD_00306,IJGDKHFC_01117,NCOBLFIM_01053,CHHPJEJH_00489,,,HBKJMDBP_00487,LDEEJEMD_00640
thiO,thiO,glycine oxidase ThiO,GPLCAFGD_00971,IJGDKHFC_00107,,,MEHEBMPK_01216,JPHLBIEJ_00576,HBKJMDBP_01271,LDEEJEMD_01480
group_611,,triacylglycerol lipase;lipase family protein,GPLCAFGD_01028,IJGDKHFC_00165,,,MEHEBMPK_00025,JPHLBIEJ_00639,HBKJMDBP_00032,LDEEJEMD_00478
group_300,,hypothetical protein,,,NCOBLFIM_01073,CHHPJEJH_00518,MEHEBMPK_00880,JPHLBIEJ_01144,HBKJMDBP_00503,LDEEJEMD_01010
yidD,;yidD,membrane protein insertion efficiency factor YidD,GPLCAFGD_01073,IJGDKHFC_00210,,,MEHEBMPK_00070,JPHLBIEJ_00683,HBKJMDBP_00082,LDEEJEMD_00433
group_241,,ABC transporter permease;hypothetical protein,GPLCAFGD_00340,IJGDKHFC_01089,NCOBLFIM_01066,CHHPJEJH_00510,,JPHLBIEJ_01151,HBKJMDBP_00521,
group_233,,ABC transporter,GPLCAFGD_00339,IJGDKHFC_01090,NCOBLFIM_01065,CHHPJEJH_00509,,JPHLBIEJ_01150,HBKJMDBP_00520,
galE,galE,UDP-glucose 4-epimerase GalE,GPLCAFGD_00818,IJGDKHFC_01022,NCOBLFIM_00397,CHHPJEJH_01036,MEHEBMPK_00757,JPHLBIEJ_00410,,
group_183,,hypothetical protein,GPLCAFGD_00335,IJGDKHFC_01094,NCOBLFIM_01068,CHHPJEJH_00512,,,HBKJMDBP_00509,LDEEJEMD_00738
nrdG,nrdG,anaerobic ribonucleoside-triphosphate reductase activating protein,GPLCAFGD_00823,IJGDKHFC_01028,NCOBLFIM_00402,CHHPJEJH_01041,MEHEBMPK_00763,JPHLBIEJ_00416,,
miaA,;miaA,tRNA dimethylallyltransferase;tRNA (adenosine(37)-N6)-dimethylallyltransferase MiaA,GPLCAFGD_00792,IJGDKHFC_00995,,,MEHEBMPK_00731,JPHLBIEJ_00384,HBKJMDBP_00957,LDEEJEMD_01194
nrdD,nrdD,anaerobic ribonucleoside-triphosphate reductase,GPLCAFGD_00824,IJGDKHFC_01029,NCOBLFIM_00403,CHHPJEJH_01042,MEHEBMPK_00764,JPHLBIEJ_00417,,
group_156,,hypothetical protein,GPLCAFGD_00825,IJGDKHFC_01030,NCOBLFIM_00404,CHHPJEJH_01043,MEHEBMPK_00765,JPHLBIEJ_00418,,
group_151,,peptidase;metallopeptidase family protein,GPLCAFGD_00386,IJGDKHFC_00610,,,MEHEBMPK_00937,JPHLBIEJ_01225,HBKJMDBP_00554,LDEEJEMD_00770
group_150,,DEAD/DEAH box helicase,GPLCAFGD_00826,IJGDKHFC_01031,NCOBLFIM_00405,CHHPJEJH_01045,MEHEBMPK_00766,JPHLBIEJ_00419,,
group_117,,DNA-binding response regulator;response regulator transcription factor,GPLCAFGD_00390,IJGDKHFC_00606,,,MEHEBMPK_00941,JPHLBIEJ_01229,HBKJMDBP_00558,LDEEJEMD_00773
glgB,;glgB,14-alpha-glucan branching enzyme;14-alpha-glucan branching protein GlgB,GPLCAFGD_00391,IJGDKHFC_00605,,,MEHEBMPK_00942,JPHLBIEJ_01230,HBKJMDBP_00559,LDEEJEMD_00774
group_106,,bifunctional riboflavin kinase/FMN adenylyltransferase;riboflavin kinase,GPLCAFGD_00064,IJGDKHFC_00788,NCOBLFIM_00883,CHHPJEJH_00307,MEHEBMPK_00321,JPHLBIEJ_00920,,
group_104,,CarD family transcriptional regulator,GPLCAFGD_00392,IJGDKHFC_00604,,,MEHEBMPK_00943,JPHLBIEJ_01231,HBKJMDBP_00560,LDEEJEMD_00776
group_83,,hypothetical protein,,,NCOBLFIM_00756,CHHPJEJH_00182,MEHEBMPK_00200,JPHLBIEJ_00801,HBKJMDBP_00221,LDEEJEMD_00274
rbfA,rbfA,30S ribosome-binding factor RbfA,GPLCAFGD_00062,IJGDKHFC_00790,NCOBLFIM_00881,CHHPJEJH_00305,MEHEBMPK_00319,JPHLBIEJ_00918,,
infB,infB,translation initiation factor IF-2,GPLCAFGD_00061,IJGDKHFC_00791,NCOBLFIM_00880,CHHPJEJH_00304,MEHEBMPK_00318,JPHLBIEJ_00917,,
ruvX,;ruvX,Holliday junction resolvase RuvX,GPLCAFGD_00141,IJGDKHFC_00707,,,MEHEBMPK_00401,JPHLBIEJ_00999,HBKJMDBP_00471,LDEEJEMD_00656
nusA,nusA,transcription termination factor NusA,GPLCAFGD_00060,IJGDKHFC_00792,NCOBLFIM_00879,CHHPJEJH_00303,MEHEBMPK_00317,JPHLBIEJ_00916,,
group_36,,hypothetical protein,,,NCOBLFIM_00758,CHHPJEJH_00184,MEHEBMPK_00201,JPHLBIEJ_00802,HBKJMDBP_00223,LDEEJEMD_00271
